Optimization,Result
-adce -break-crit-edges -codegenprepare -constmerge -dce -deadargelim, secure
-scev-aa -adce -break-crit-edges -codegenprepare -constmerge -dce -deadargelim, secure
-always-inline -break-crit-edges -codegenprepare -constmerge -dce -deadargelim, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -constmerge -dce -deadargelim, secure
-adce -always-inline -break-crit-edges -codegenprepare -constmerge -dce -deadargelim, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -constmerge -dce -deadargelim, secure
-argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim, secure
-adce -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim, secure
-dse, secure
-scev-aa -dse, secure
-adce -dse, secure
-scev-aa -adce -dse, secure
-always-inline -dse, secure
-scev-aa -always-inline -dse, secure
-adce -always-inline -dse, secure
-scev-aa -adce -always-inline -dse, secure
-argpromotion -dse, secure
-scev-aa -argpromotion -dse, secure
-adce -argpromotion -dse, secure
-scev-aa -adce -argpromotion -dse, secure
-always-inline -argpromotion -dse, secure
-scev-aa -always-inline -argpromotion -dse, secure
-adce -always-inline -argpromotion -dse, secure
-scev-aa -adce -always-inline -argpromotion -dse, secure
-break-crit-edges -dse, secure
-scev-aa -break-crit-edges -dse, secure
-adce -break-crit-edges -dse, secure
-scev-aa -adce -break-crit-edges -dse, secure
-always-inline -break-crit-edges -dse, secure
-scev-aa -always-inline -break-crit-edges -dse, secure
-adce -always-inline -break-crit-edges -dse, secure
-scev-aa -adce -always-inline -break-crit-edges -dse, secure
-argpromotion -break-crit-edges -dse, secure
-scev-aa -argpromotion -break-crit-edges -dse, secure
-adce -argpromotion -break-crit-edges -dse, secure
-scev-aa -adce -argpromotion -break-crit-edges -dse, secure
-always-inline -argpromotion -break-crit-edges -dse, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -dse, secure
-adce -always-inline -argpromotion -break-crit-edges -dse, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -dse, secure
-codegenprepare -dse, secure
-scev-aa -codegenprepare -dse, secure
-adce -codegenprepare -dse, secure
-scev-aa -adce -codegenprepare -dse, secure
-always-inline -codegenprepare -dse, secure
-scev-aa -always-inline -codegenprepare -dse, secure
-adce -always-inline -codegenprepare -dse, secure
-scev-aa -adce -always-inline -codegenprepare -dse, secure
-argpromotion -codegenprepare -dse, secure
-scev-aa -argpromotion -codegenprepare -dse, secure
-adce -argpromotion -codegenprepare -dse, secure
-scev-aa -adce -argpromotion -codegenprepare -dse, secure
-always-inline -argpromotion -codegenprepare -dse, secure
-scev-aa -always-inline -argpromotion -codegenprepare -dse, secure
-adce -always-inline -argpromotion -codegenprepare -dse, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -dse, secure
-break-crit-edges -codegenprepare -dse, secure
-scev-aa -break-crit-edges -codegenprepare -dse, secure
-adce -break-crit-edges -codegenprepare -dse, secure
-scev-aa -adce -break-crit-edges -codegenprepare -dse, secure
-always-inline -break-crit-edges -codegenprepare -dse, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -dse, secure
-adce -always-inline -break-crit-edges -codegenprepare -dse, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -dse, secure
-argpromotion -break-crit-edges -codegenprepare -dse, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -dse, secure
-adce -argpromotion -break-crit-edges -codegenprepare -dse, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -dse, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -dse, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -dse, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -dse, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -dse, secure
-constmerge -dse, secure
-scev-aa -constmerge -dse, secure
-adce -constmerge -dse, secure
-scev-aa -adce -constmerge -dse, secure
-always-inline -constmerge -dse, secure
-scev-aa -always-inline -constmerge -dse, secure
-adce -always-inline -constmerge -dse, secure
-scev-aa -adce -always-inline -constmerge -dse, secure
-argpromotion -constmerge -dse, secure
-scev-aa -argpromotion -constmerge -dse, secure
-adce -argpromotion -constmerge -dse, secure
-scev-aa -adce -argpromotion -constmerge -dse, secure
-always-inline -argpromotion -constmerge -dse, secure
-scev-aa -always-inline -argpromotion -constmerge -dse, secure
-adce -always-inline -argpromotion -constmerge -dse, secure
-scev-aa -adce -always-inline -argpromotion -constmerge -dse, secure
-break-crit-edges -constmerge -dse, secure
-scev-aa -break-crit-edges -constmerge -dse, secure
-adce -break-crit-edges -constmerge -dse, secure
-scev-aa -adce -break-crit-edges -constmerge -dse, secure
-always-inline -break-crit-edges -constmerge -dse, secure
-scev-aa -always-inline -break-crit-edges -constmerge -dse, secure
-adce -always-inline -break-crit-edges -constmerge -dse, secure
-scev-aa -adce -always-inline -break-crit-edges -constmerge -dse, secure
-argpromotion -break-crit-edges -constmerge -dse, secure
-scev-aa -argpromotion -break-crit-edges -constmerge -dse, secure
-adce -argpromotion -break-crit-edges -constmerge -dse, secure
-scev-aa -adce -argpromotion -break-crit-edges -constmerge -dse, secure
-always-inline -argpromotion -break-crit-edges -constmerge -dse, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -constmerge -dse, secure
-adce -always-inline -argpromotion -break-crit-edges -constmerge -dse, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -constmerge -dse, secure
-codegenprepare -constmerge -dse, secure
-scev-aa -codegenprepare -constmerge -dse, secure
-adce -codegenprepare -constmerge -dse, secure
-scev-aa -adce -codegenprepare -constmerge -dse, secure
-always-inline -codegenprepare -constmerge -dse, secure
-scev-aa -always-inline -codegenprepare -constmerge -dse, secure
-adce -always-inline -codegenprepare -constmerge -dse, secure
-scev-aa -adce -always-inline -codegenprepare -constmerge -dse, secure
-argpromotion -codegenprepare -constmerge -dse, secure
-scev-aa -argpromotion -codegenprepare -constmerge -dse, secure
-adce -argpromotion -codegenprepare -constmerge -dse, secure
-scev-aa -adce -argpromotion -codegenprepare -constmerge -dse, secure
-always-inline -argpromotion -codegenprepare -constmerge -dse, secure
-scev-aa -always-inline -argpromotion -codegenprepare -constmerge -dse, secure
-adce -always-inline -argpromotion -codegenprepare -constmerge -dse, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -constmerge -dse, secure
-break-crit-edges -codegenprepare -constmerge -dse, secure
-scev-aa -break-crit-edges -codegenprepare -constmerge -dse, secure
-adce -break-crit-edges -codegenprepare -constmerge -dse, secure
-scev-aa -adce -break-crit-edges -codegenprepare -constmerge -dse, secure
-always-inline -break-crit-edges -codegenprepare -constmerge -dse, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -constmerge -dse, secure
-adce -always-inline -break-crit-edges -codegenprepare -constmerge -dse, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -constmerge -dse, secure
-argpromotion -break-crit-edges -codegenprepare -constmerge -dse, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -constmerge -dse, secure
-adce -argpromotion -break-crit-edges -codegenprepare -constmerge -dse, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -constmerge -dse, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dse, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dse, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dse, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dse, secure
-dce -dse, secure
-scev-aa -dce -dse, secure
-adce -dce -dse, secure
-scev-aa -adce -dce -dse, secure
-always-inline -dce -dse, secure
-scev-aa -always-inline -dce -dse, secure
-adce -always-inline -dce -dse, secure
-scev-aa -adce -always-inline -dce -dse, secure
-argpromotion -dce -dse, secure
-scev-aa -argpromotion -dce -dse, secure
-adce -argpromotion -dce -dse, secure
-scev-aa -adce -argpromotion -dce -dse, secure
-always-inline -argpromotion -dce -dse, secure
-scev-aa -always-inline -argpromotion -dce -dse, secure
-adce -always-inline -argpromotion -dce -dse, secure
-scev-aa -adce -always-inline -argpromotion -dce -dse, secure
-break-crit-edges -dce -dse, secure
-scev-aa -break-crit-edges -dce -dse, secure
-adce -break-crit-edges -dce -dse, secure
-scev-aa -adce -break-crit-edges -dce -dse, secure
-always-inline -break-crit-edges -dce -dse, secure
-scev-aa -always-inline -break-crit-edges -dce -dse, secure
-adce -always-inline -break-crit-edges -dce -dse, secure
-scev-aa -adce -always-inline -break-crit-edges -dce -dse, secure
-argpromotion -break-crit-edges -dce -dse, secure
-scev-aa -argpromotion -break-crit-edges -dce -dse, secure
-adce -argpromotion -break-crit-edges -dce -dse, secure
-scev-aa -adce -argpromotion -break-crit-edges -dce -dse, secure
-always-inline -argpromotion -break-crit-edges -dce -dse, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -dce -dse, secure
-adce -always-inline -argpromotion -break-crit-edges -dce -dse, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -dce -dse, secure
-codegenprepare -dce -dse, secure
-scev-aa -codegenprepare -dce -dse, secure
-adce -codegenprepare -dce -dse, secure
-scev-aa -adce -codegenprepare -dce -dse, secure
-always-inline -codegenprepare -dce -dse, secure
-scev-aa -always-inline -codegenprepare -dce -dse, secure
-adce -always-inline -codegenprepare -dce -dse, secure
-scev-aa -adce -always-inline -codegenprepare -dce -dse, secure
-argpromotion -codegenprepare -dce -dse, secure
-scev-aa -argpromotion -codegenprepare -dce -dse, secure
-adce -argpromotion -codegenprepare -dce -dse, secure
-scev-aa -adce -argpromotion -codegenprepare -dce -dse, secure
-always-inline -argpromotion -codegenprepare -dce -dse, secure
-scev-aa -always-inline -argpromotion -codegenprepare -dce -dse, secure
-adce -always-inline -argpromotion -codegenprepare -dce -dse, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -dce -dse, secure
-break-crit-edges -codegenprepare -dce -dse, secure
-scev-aa -break-crit-edges -codegenprepare -dce -dse, secure
-adce -break-crit-edges -codegenprepare -dce -dse, secure
-scev-aa -adce -break-crit-edges -codegenprepare -dce -dse, secure
-always-inline -break-crit-edges -codegenprepare -dce -dse, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -dce -dse, secure
-adce -always-inline -break-crit-edges -codegenprepare -dce -dse, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -dce -dse, secure
-argpromotion -break-crit-edges -codegenprepare -dce -dse, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -dce -dse, secure
-adce -argpromotion -break-crit-edges -codegenprepare -dce -dse, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -dce -dse, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -dce -dse, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -dce -dse, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -dce -dse, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -dce -dse, secure
-constmerge -dce -dse, secure
-scev-aa -constmerge -dce -dse, secure
-adce -constmerge -dce -dse, secure
-scev-aa -adce -constmerge -dce -dse, secure
-always-inline -constmerge -dce -dse, secure
-scev-aa -always-inline -constmerge -dce -dse, secure
-adce -always-inline -constmerge -dce -dse, secure
-scev-aa -adce -always-inline -constmerge -dce -dse, secure
-argpromotion -constmerge -dce -dse, secure
-scev-aa -argpromotion -constmerge -dce -dse, secure
-adce -argpromotion -constmerge -dce -dse, secure
-scev-aa -adce -argpromotion -constmerge -dce -dse, secure
-always-inline -argpromotion -constmerge -dce -dse, secure
-scev-aa -always-inline -argpromotion -constmerge -dce -dse, secure
-adce -always-inline -argpromotion -constmerge -dce -dse, secure
-scev-aa -adce -always-inline -argpromotion -constmerge -dce -dse, secure
-break-crit-edges -constmerge -dce -dse, secure
-scev-aa -break-crit-edges -constmerge -dce -dse, secure
-adce -break-crit-edges -constmerge -dce -dse, secure
-scev-aa -adce -break-crit-edges -constmerge -dce -dse, secure
-always-inline -break-crit-edges -constmerge -dce -dse, secure
-scev-aa -always-inline -break-crit-edges -constmerge -dce -dse, secure
-adce -always-inline -break-crit-edges -constmerge -dce -dse, secure
-scev-aa -adce -always-inline -break-crit-edges -constmerge -dce -dse, secure
-argpromotion -break-crit-edges -constmerge -dce -dse, secure
-scev-aa -argpromotion -break-crit-edges -constmerge -dce -dse, secure
-adce -argpromotion -break-crit-edges -constmerge -dce -dse, secure
-scev-aa -adce -argpromotion -break-crit-edges -constmerge -dce -dse, secure
-always-inline -argpromotion -break-crit-edges -constmerge -dce -dse, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -constmerge -dce -dse, secure
-adce -always-inline -argpromotion -break-crit-edges -constmerge -dce -dse, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -constmerge -dce -dse, secure
-codegenprepare -constmerge -dce -dse, secure
-scev-aa -codegenprepare -constmerge -dce -dse, secure
-adce -codegenprepare -constmerge -dce -dse, secure
-scev-aa -adce -codegenprepare -constmerge -dce -dse, secure
-always-inline -codegenprepare -constmerge -dce -dse, secure
